timestamp_us,magX_uT,magY_uT,magZ_uT
1763322805,251.798,392.8,-670.719
1763329805,265.381,399.664,-685.899
1763336805,267.081,404.807,-703.421
1763343805,275.012,408.995,-713.69
1763350805,279.221,422.785,-732.6
1763357805,285.303,427.021,-747.646
1763364805,293.769,425.123,-764.434
1763371805,299.861,454.313,-771.393
1763378805,303.135,458.503,-796.512
1763385890,310.958,473.414,-810.682
1763397802,327.225,494.616,-840.711
1763404797,338.42,513.723,-865.337
1763411797,356.462,529.152,-873.591
1763418797,370.034,539.482,-899.172
1763425797,389.982,559.991,-918.376
1763432797,405.587,574.736,-931.391
1763439797,421.902,597.52,-943.235
1763446797,440.391,617.787,-952.302
1763453797,450.536,633.218,-975.106
1763460797,468.564,652.153,-982.637
1763467796,492.366,661.04,-981.045
1763474797,497.056,677.39,-992.151
1763481797,504.618,697.787,-998.283
1763488797,521.324,705.778,-994.053
1763495797,526.258,718.868,-1001.084
1763502803,531.136,723.421,-1003.223
1763509797,541.641,737.516,-1008.827
1763516797,546.804,741.476,-1010.205
1763523797,554.13,753.711,-1020.042
1763530797,559.016,764.569,-1023.257
1763537796,560.231,763.716,-1026.047
1763544797,566.318,771.513,-1030.765
1763551796,572.593,785.827,-1028.22
1763558797,576.69,790.746,-1037.936
1763565797,582.667,796.12,-1034.284
1763572797,592.195,803.662,-1043.346
1763579797,593.969,810.007,-1033.577
1763586796,596.978,821.144,-1050.42
1763593797,599.117,824.902,-1045.686
1763600797,613.317,841.161,-1063.753
1763607803,621.458,847.048,-1067.974
1763614796,624.1,858.573,-1079.507
1763621797,630.955,863.902,-1086.486
1763628797,640.468,876.853,-1094.845
1763635797,653.793,886.86,-1101.964
1763642797,656.659,899.759,-1119.328
1763650580,658.235,903.788,-1127.482
1763657839,669.353,922.107,-1146.285
1763665014,674.454,934.291,-1165.697
1763672948,680.849,956.414,-1183.712
1763682317,684.374,971.015,-1195.542
1763689805,694.656,979.699,-1217.015
1763696797,696.833,991.648,-1226.775
1763703797,704.791,1002.009,-1239.636
1763710802,703.145,1017.333,-1249.882
1763717796,713.924,1027.457,-1253.68
1763724797,715.436,1031.147,-1257.026
1763731797,716.514,1049.16,-1273.153
1763738796,731.259,1054.042,-1265.071
1763745797,728.645,1064.724,-1279.554
1763752796,730.344,1073.276,-1286.239
1763759797,731.293,1082.155,-1281.035
1763766797,740.489,1084.688,-1286.754
1763773797,733.53,1083.492,-1283.356
1763780797,732.358,1091.262,-1284.43
1763787797,734.217,1094.298,-1280.695
1763794797,731.861,1085.509,-1279.813
1763801797,729.252,1084.556,-1271.676
1763808797,718.163,1073.541,-1266.601
1763815802,712.514,1071.496,-1251.078
1763822797,709.993,1067.382,-1249.23
1763829797,705.524,1061.676,-1233.685
1763836797,696.08,1044.525,-1230.088
1763844796,695.167,1036.969,-1205.221
1763851797,685.135,1029.342,-1202.472
1763858797,677.215,1020.725,-1203.534
1763865797,675.144,1009.961,-1179.882
1763872797,670.461,999.769,-1169.851
1763879797,660.419,986.609,-1154.909
1763886796,652.385,980.882,-1136.786
1763893797,651.958,970.051,-1136.921
1763900797,642.289,967.602,-1139.792
1763907797,639.2,959.63,-1117.165
1763914797,628.393,953.441,-1111.638
1763921803,630.398,941.24,-1106.485
1763928797,629.052,937.311,-1093.532
1763935797,612.069,930.692,-1088.165
1763942797,616.919,921.201,-1076.002
1763949797,610.592,914.322,-1075.335
1763956796,608.458,910.797,-1058.583
1763963797,605.002,900.745,-1063.234
1763970797,594.672,892.384,-1060.22
1763977797,597.032,889.538,-1038.482
1763984797,593.761,886.294,-1035.621
1763991797,586.638,878.347,-1030.381
1763998796,584.026,866.697,-1021.123
1764005797,586.597,864.001,-1015.065
1764012797,582.604,863.551,-1013.486
1764019797,581.815,853.3,-997.695
1764026802,587.344,857.603,-1004.391
1764033797,589.567,858.93,-1005.701
1764040797,579.722,846.392,-994.56
1764047797,580.107,853.132,-979.972
1764054797,579.399,842.604,-981.118
1764061796,584.236,850.79,-980.512
1764068797,581.57,847.704,-978.925
1764075797,586.727,848.289,-979.511
1764082797,583.971,845.83,-982.227
1764089797,581.937,838.273,-972.514
1764096797,584.606,847.369,-974.92
1764103797,576.231,841.966,-975.251
1764110797,575.843,840.1,-979.018
1764117797,579.33,843.727,-976.072
1764124797,578.865,842.832,-974.286
1764131803,575.03,845.173,-973.75
1764138797,568.642,841.474,-968.817
1764145797,576.122,834.961,-977.453
1764152797,577.279,844.322,-976.807
1764159797,570.378,843.314,-977.709
1764166797,577.534,846.344,-974.05
1764173797,573.609,847.01,-966.669
1764180797,575.843,852.489,-958.162
1764187806,576.581,845.563,-968.72
1764195263,579.325,849.479,-965.26
1764203205,576.092,846.45,-954.311
1764211105,582.179,846.775,-958.447
1764218996,585.542,849.142,-946.131
1764226911,586.926,857.534,-951.293
1764234810,585.582,855.282,-960.605
1764241797,591.406,857.617,-945.29
1764248797,605.109,859.521,-947.022
1764255797,606.401,869.793,-934.505
1764262796,615.213,871.489,-944.508
1764269797,619.469,873.862,-932.964
1764276797,624.842,884.354,-928.598
1764283797,634.164,886.725,-932.8
1764290797,647.094,889.189,-931.746
1764297797,658.922,901.711,-926.229
1764304797,667.527,897.838,-920.244
1764311797,681.953,906.659,-910.681
1764318797,689.471,911.537,-901.231
1764325797,706.161,915.854,-895.446
1764332797,719.451,919.683,-899.468
1764339802,725.1,922.731,-882.135
1764346797,735.147,927.772,-874.746
1764353797,745.679,929.035,-870.359
1764360797,753.068,927.814,-850.732
1764367797,758.96,936.497,-841.045
1764374797,772.55,932.607,-833.868
1764381797,784.781,937.336,-824.737
1764388797,787.706,945.713,-813.235
1764395797,794.097,944.767,-806.996
1764402797,803.494,949.326,-795.042
1764409797,811.492,950.756,-777.221
1764416797,813.644,951.74,-773.217
1764423797,825.97,955.805,-771.159
1764430797,833.054,953.363,-761.628
1764437797,832.828,954.918,-755.826
1764444802,844.384,960.676,-762.371
1764451797,848.073,959.737,-741.177
1764458797,846.598,967.207,-741.485
1764465797,847.64,972.97,-731.952
1764472797,856.6,968.555,-730.518
1764479797,861.673,978.31,-725.634
1764486797,854.923,982.433,-727.35
1764493797,855.949,984.521,-716.262
1764500797,863.553,990.005,-724.264
1764507797,874.726,997.311,-724.246
1764514797,872.311,996.831,-719.656
1764521882,879.549,996.55,-721.779
1764533797,887.474,1007.222,-721.243
1764540797,892.131,1016.955,-729.247
1764547803,894.726,1016.328,-725.232
1764554797,901.808,1021.022,-727.151
1764561797,903.139,1034.651,-728.827
1764568797,908.125,1038.924,-717.06
1764575797,914.248,1048.4,-713.705
1764582797,923.817,1046.154,-724.943
1764589796,920.496,1052.25,-719.143
1764596797,936.959,1053.728,-707.258
1764603797,938.218,1065.253,-703.349
1764610797,946.914,1070.822,-705.047
1764617797,947.138,1071.399,-688.876
1764624797,957.874,1085.05,-678.804
1764631796,965.217,1082.835,-677.622
1764638797,974.322,1085.783,-665.647
1764645797,975.878,1089.84,-661.413
1764652803,974.086,1090.889,-648.505
1764659797,987.168,1093.104,-636.832
1764666797,990.017,1094.018,-640.927
1764673797,993.295,1096.325,-622.289
1764680797,1001.636,1096.617,-608.001
1764687796,1006.691,1103.43,-601.57
1764694797,1012.161,1100.407,-592.263
1764701797,1027.649,1109.583,-574.122
1764708797,1037.977,1110.806,-565.434
1764715797,1045.98,1113.412,-548.13
1764722797,1064.822,1121.497,-538.623
1764729797,1074.341,1134.681,-525.494
1764737063,1087.41,1138.018,-523.946
1764745017,1104.093,1148.776,-518.227
1764752966,1111.38,1153.49,-491.581
1764762345,1119.545,1164.562,-487.007
1764770247,1130.892,1169.438,-477.865
1764777805,1143.484,1178.945,-463.226
1764784797,1147.514,1184.589,-457.021
1764791797,1155.113,1189.965,-453.646
1764798797,1165.48,1194.04,-437.15
1764805797,1165.853,1199.956,-443.536
1764812797,1170.999,1197.31,-443.077
1764819797,1179.609,1204.283,-438.468
1764826797,1183.997,1208.842,-425.936
1764833797,1181.197,1214.661,-437.08
1764840797,1176.637,1220.422,-426.708
1764847797,1186.927,1214.544,-425.531
1764854802,1186.107,1217.561,-419.483
1764861797,1179.029,1220.886,-429.528
1764868797,1176.892,1221.232,-434.811
1764875797,1183.991,1216.058,-415.139
1764882797,1173.72,1222.055,-428.706
1764889797,1176.912,1218.169,-436.044
1764896797,1167.148,1216.53,-431.842
1764903797,1161.457,1215.838,-435.293
1764910797,1167.339,1216.269,-435.129
1764917797,1161.27,1211.08,-442.826
1764924797,1158.782,1203.62,-443.22
1764931796,1157.196,1203.686,-434.602
1764938797,1154.417,1198.679,-446.393
1764945797,1155.41,1195.574,-443.342
1764952797,1157.429,1194.747,-418.333
1764959803,1158.031,1195.195,-419.358
1764966797,1157.223,1188.071,-424.33
1764973797,1157.729,1186.253,-417.998
1764980797,1157.019,1184.367,-419.738
1764987797,1155.034,1193.653,-426.125
1764994797,1157.962,1181.48,-424.02
1765001797,1162.063,1185.019,-411.979
1765008797,1156.315,1180.623,-410.841
1765015797,1160.705,1185.917,-398.57
1765022796,1161.849,1183.946,-406.909
1765029796,1161.314,1182.854,-399.811
1765036797,1167.476,1187.376,-398.934
1765043797,1164.958,1191.803,-387.061
1765050797,1165.14,1190.656,-389.58
1765057796,1171.812,1188.969,-382.327
1765065803,1170.555,1196.279,-365.951
1765072796,1167.077,1195.547,-380.81
1765079797,1180.714,1192.715,-377.183
1765086797,1174.631,1197.521,-373.859
1765093797,1184.891,1202.504,-360.405
1765100797,1185.583,1195.44,-356.55
1765107797,1186.647,1201.616,-359.662
1765114797,1187.377,1205.755,-348.591
1765121797,1192.673,1203.844,-348.394
1765128797,1190.46,1202.23,-347.84
1765135797,1189.965,1208.932,-344.363
1765142797,1196.945,1210.477,-338.411
1765149797,1195.676,1213.008,-342.716
1765156797,1199.42,1201.917,-346.701
1765163797,1201.945,1205.74,-348.799
1765170802,1197.516,1208.119,-336.878
1765177797,1195.505,1202.443,-340.077
1765184797,1193.553,1201.098,-337.002
1765191797,1199.837,1195.242,-322.368
1765198797,1196.422,1201.523,-320.614
1765205797,1186.454,1187.789,-322.1
1765212797,1181.916,1199.279,-313.811
1765219797,1189.606,1191.973,-316.121
1765226797,1191.039,1191.318,-324.225
1765233797,1187.177,1192.069,-310.525
1765240797,1186.721,1185.906,-308.939
1765247797,1178.122,1190.809,-315.439
1765254797,1189.551,1187.434,-300.652
1765261797,1180.817,1190.734,-307.892
1765268797,1182.573,1181.893,-317.434
1765275803,1187.39,1187.281,-315.03
1765282901,1185.294,1192.239,-312.775
1765290884,1183.891,1184.964,-317.231
1765298844,1187.39,1190.651,-315.317
1765306031,1189.931,1194.632,-318.681
1765313968,1187.209,1191.758,-323.922
1765322805,1191.728,1194.652,-320.982
1765329797,1195.849,1203.439,-321.89
1765336796,1193.182,1198.155,-320.028
1765343797,1192.41,1204.347,-339.8
1765350796,1197.485,1205.021,-334.317
1765357796,1200.217,1199.803,-340.117
1765364797,1196.766,1204.113,-346.433
1765371797,1200.424,1208.97,-334.4
1765378802,1199.185,1211.816,-340.984
1765385797,1199.279,1216.613,-337.496
1765392797,1200.725,1221.094,-346.916
1765399797,1202.755,1210.082,-343.799
1765406797,1211.665,1224.049,-351.148
1765413797,1216.586,1221.202,-344.869
1765420797,1217.783,1221.508,-346.406
1765427797,1212.737,1230.419,-343.897
1765434797,1219.737,1223.041,-338.612
1765441797,1221.501,1216.99,-348.941
1765448797,1220.993,1223.284,-333.576
1765455797,1220.605,1220.832,-337.338
1765462797,1223.55,1218.78,-337.359
1765469797,1219.764,1220.758,-329.488
1765476796,1214.384,1212.353,-322.499
1765483803,1215.539,1217.171,-321.3
1765490797,1216.473,1216.914,-325.103
1765497797,1212.346,1217.499,-324.545
1765504797,1214.068,1210.141,-320.702
1765511797,1216.677,1220.26,-307.696
1765518797,1224.685,1219.417,-312.353
1765525797,1226.605,1219.127,-312.883
1765532796,1223.333,1221.198,-299.458
1765539796,1224.977,1228.206,-312.953
1765546797,1222.415,1224.356,-308.073
1765553797,1227.17,1221.055,-300.27
1765560797,1230.832,1233.639,-300.198
1765567797,1230.099,1224.851,-299.592
1765574797,1236.406,1236.006,-288.167
1765581797,1235.649,1240.387,-286.937
1765588803,1236.024,1235.065,-281.579
1765595797,1237.004,1236.159,-288.936
1765602797,1243.156,1237.744,-287.017
1765609797,1239.313,1237.736,-285.698
1765616797,1246.824,1244.765,-286.889
1765623796,1248.332,1248.599,-289.984
1765630797,1244.135,1248.108,-284.104
1765637796,1242.985,1244.32,-285.818
1765644797,1243.735,1246.674,-287.117
1765651796,1249.116,1253.572,-304.962
1765659794,1248.941,1254.578,-302.947
1765670794,1253.475,1257.003,-312.138
1765680797,1250.201,1249.801,-308.731
1765687797,1247.179,1254.207,-325.166
1765694803,1236.391,1249.936,-321.176
1765701797,1235.71,1255.544,-325.775
1765708797,1235.526,1247.565,-333.275
1765715797,1236.082,1249.738,-331.029
1765722797,1236.473,1251.565,-338.385
1765729797,1234.489,1254.593,-333.332
1765736797,1232.532,1254.564,-330.017
1765743797,1237.744,1257.093,-334.921
1765750797,1238.258,1259.049,-340.51
1765757797,1239.1,1252.719,-336.918
1765764796,1236.758,1255.116,-327.049
1765771797,1230.406,1259.06,-325.482
1765778797,1234.713,1257.18,-328.305
1765785797,1241.82,1263.65,-332.265
1765792797,1241.889,1253.778,-325.592
1765799803,1238.783,1256.407,-324.563
1765806797,1232.641,1249.889,-315.813
1765813797,1239.636,1251.697,-321.999
1765820801,1235.922,1258.163,-308.866
1765828357,1234.552,1248.421,-315.572
1765836317,1235.408,1254.408,-314.129
1765844219,1230.098,1247.372,-312.464
1765852133,1228.871,1244.659,-319.498
1765860029,1230.469,1245.229,-318.009
1765867804,1227.992,1237.777,-319.162
1765874797,1231.714,1236.966,-311.369
1765881797,1229.832,1233.181,-313.326
1765888797,1227.418,1244.276,-309.866
1765895796,1229.253,1233.042,-314.075
1765902802,1220.396,1236.213,-323.082
1765909797,1221.417,1231.81,-322.04
1765916797,1226.349,1235.27,-317.09
1765923797,1223.797,1236.661,-324.399
1765930797,1222.409,1234.963,-330.43
1765937797,1217.643,1233.756,-326.051
1765944797,1221.808,1228.468,-339.962
1765951797,1226.747,1225.194,-334.942
1765958797,1231.25,1238.438,-342.727
1765965797,1232.804,1236.884,-348.801
1765972797,1232.051,1246.354,-359.253
1765979797,1234.135,1250.512,-350.476
1765986796,1235.399,1251.745,-357.08
1765993797,1234.64,1253.007,-366.437
1766000797,1239.112,1266.961,-371.953
1766007803,1240.976,1263.367,-379.022
1766014797,1241.046,1264.882,-384.347
1766021797,1236.127,1268.903,-390.891
1766028797,1246.363,1268.407,-386.229
1766035796,1247.837,1272.656,-386.799
1766042797,1251.431,1274.748,-391.676
1766049797,1252.595,1284.114,-391.536
1766056797,1256.964,1287.341,-377.473
1766063797,1262.521,1290.053,-386.176
1766070796,1265.056,1293.884,-389.033
1766077797,1266.704,1292.479,-380.193
1766084796,1272.127,1295.641,-389.91
1766091797,1275.854,1293.368,-382.356
1766098797,1267.763,1297.627,-382.789
1766105797,1272.428,1293.489,-379.274
1766112803,1273.9,1293.487,-379.295
1766119797,1270.647,1295.238,-378.255
1766126797,1271.477,1292.96,-385.07
1766133797,1268.225,1289.185,-372.597
1766140797,1268.733,1291.031,-366.808
1766147796,1259.074,1282.582,-369.87
1766154797,1253.108,1281.505,-363.706
1766161797,1256.092,1269.623,-376.773
1766168797,1246.108,1270.757,-356.417
1766175796,1252.531,1268.141,-374.432
1766182797,1245.735,1266.997,-361.177
1766189797,1251.019,1263.173,-359.949
1766196797,1244.724,1264.814,-362.404
1766203797,1246.403,1262.365,-366.701
1766210797,1240.064,1260.019,-365.575
1766217803,1243.486,1259.457,-368.399
1766224797,1243.626,1256.814,-367.615
1766231797,1248.122,1256.282,-373.742
1766238797,1252.329,1262.827,-369.824
1766245797,1251.152,1260.883,-380.658
1766252797,1245.451,1262.129,-372.499
1766259797,1258.854,1268.383,-385.143
1766266797,1252.339,1264.698,-381.726
1766273797,1260.345,1265.611,-386.4
1766280797,1262.194,1267.134,-392.762
1766287797,1257.283,1269.842,-399.799
1766294797,1265.045,1278.264,-408.845
1766301797,1267.944,1275.51,-427.314
1766308797,1262.665,1278.793,-417.918
1766315797,1263.758,1278.438,-411.609
1766322803,1259.86,1272.888,-427.677
1766329797,1256.653,1281.808,-441.628
1766336797,1257.544,1282.944,-453.281
1766343796,1257.758,1280.501,-458.063
1766350797,1258.405,1284.246,-451.79
1766357797,1259.3,1290.659,-464.257
1766364797,1260.96,1289.327,-478.172
1766372570,1260.352,1298.104,-477.495
1766379838,1252.125,1308.084,-479.249
1766387024,1266.973,1301.132,-488.744
1766394966,1266.831,1308.754,-489.832
1766404345,1268.373,1307.672,-484.028
1766411804,1270.885,1313.977,-485.393
1766418797,1273.827,1311.776,-485.159
1766425803,1271.054,1309.304,-486.611
1766432796,1268.977,1312.81,-485.606
1766439796,1274.967,1312.041,-482.397
1766446797,1268.886,1314.023,-489.915
1766453797,1279.003,1319.407,-487.84
1766460796,1271.505,1316.782,-487.958
1766467797,1277.496,1316.266,-495.876
1766474797,1276.028,1324.808,-485.83
1766481797,1279.006,1320.435,-488.103
1766488797,1273.443,1318.703,-490.028
1766495797,1279.337,1321.047,-490.895
1766502797,1278.891,1314.744,-490.065
1766509797,1271.784,1305.051,-485.819
1766516797,1273.845,1311.976,-475.554
1766523797,1274.856,1312.946,-485.186
1766530802,1270.19,1305.551,-476.7
1766537797,1276.365,1308.723,-487.692
1766544797,1269.67,1295.052,-480.883
1766551797,1268.475,1295.772,-479.609
1766558796,1263.774,1297.688,-480.32
1766565797,1271.018,1297.851,-482.954
1766572797,1262.835,1291.454,-486.563
1766579797,1261.496,1285.104,-495.833
1766586797,1263.167,1284.595,-488.773
1766593797,1260.467,1283.641,-495.804
1766600797,1258.165,1285.585,-499.836
1766607797,1255.041,1278.971,-496.689
1766614797,1262.005,1286.072,-490.036
1766621796,1260.367,1284.407,-499.349
1766628797,1261.222,1285.265,-497.348
1766635802,1259.96,1281.25,-490.716
1766642797,1267.908,1284.719,-502.241
1766649797,1260.859,1287.812,-503.436
1766656797,1260.474,1293.754,-497.172
1766663797,1268.553,1295.893,-507.422
1766670797,1265.313,1293.884,-495.978
1766677797,1275.346,1295.903,-509.288
1766684797,1271.767,1302.026,-506.266
1766691797,1278.919,1299.633,-501.793
1766698797,1275.218,1303.242,-511.384
1766705797,1276.339,1302.322,-507.093
1766712797,1273.963,1303.773,-505.557
1766719797,1279.635,1302.841,-500.572
1766726797,1278.602,1308.115,-500.864
1766733797,1279.948,1305.386,-491.249
1766740802,1280.924,1301.684,-486.927
1766747797,1279.594,1299.589,-497.252
1766754797,1281.675,1303.745,-488.223
1766761797,1274.092,1296.183,-492.587
1766768796,1272.93,1295.212,-482.701
1766775797,1264.648,1292.072,-490.135
1766782797,1263.676,1286.149,-482.982
1766789797,1269.08,1281.385,-490.594
1766796878,1270.598,1279.993,-483.017
1766808796,1266.765,1280.431,-482.461
1766815797,1262.042,1276.429,-491.96
1766822796,1259.706,1272.823,-482.03
1766829797,1265.056,1271.683,-485.887
1766836797,1254.24,1273.986,-480.447
1766843803,1260.118,1276.024,-480.046
1766850796,1256.289,1275.294,-479.731
1766857796,1264.562,1266.958,-481.533
1766864797,1259.764,1274.224,-475.472
1766871797,1258.703,1269.767,-483.754
1766878796,1259.32,1277.153,-475.495
1766885796,1251.298,1276.333,-480.681
1766892797,1258.689,1280.598,-483.612
1766899797,1260.053,1282.718,-475.816
1766906797,1267.886,1282.88,-478.457
1766914079,1268.531,1287.169,-483.061
1766922036,1265.045,1286.033,-486.286
1766929956,1270.219,1298.498,-489.269
1766939333,1273.743,1298.594,-499.686
1766947244,1274.312,1302.933,-509.599
1766954805,1278.393,1300.997,-506.603
1766961797,1278.717,1311.859,-509.753
1766968797,1271.4,1309.258,-512.403
1766975797,1276.814,1308.645,-510.199
1766982797,1274.924,1315.068,-523.384
1766989797,1276.878,1310.009,-515.017
1766996797,1274.658,1307.324,-524.818
1767003797,1281.249,1311.397,-522.931
1767010797,1276.82,1310.179,-532.715
1767017797,1273.371,1308.923,-538.721
1767024797,1268.951,1304.528,-537.854
1767031797,1271.089,1307.951,-543.987
1767038796,1271.777,1308.502,-540.463
1767045797,1277.624,1305.204,-548.35
1767052803,1270.238,1306.51,-546.236
1767059796,1274.178,1307.613,-554.899
1767066797,1267.587,1294.309,-555.932
1767073796,1268.822,1292.632,-549.107
1767080797,1265.199,1295.062,-542.507
1767087797,1260.17,1284.06,-539.541
1767094797,1264.685,1283.436,-536.06
1767101797,1268.111,1290.829,-528.853
1767108796,1268.633,1277.219,-544.648
1767115797,1264.784,1284.573,-532.533
1767122796,1267.701,1280.01,-530.253
1767129796,1263.858,1283.079,-529.218
1767136797,1268.497,1285.221,-524.25
1767143797,1260.249,1275.848,-522.772
1767150797,1263.526,1284.705,-515.578
1767157802,1269.5,1283.045,-511.096
1767164797,1261.111,1284.371,-510.989
1767171797,1266.52,1286.245,-508.558
1767178797,1269.938,1278.248,-499.423
1767185797,1264.608,1276.912,-496.805
1767192796,1266.64,1282.644,-484.252
1767199797,1263.72,1290.346,-508.56
1767206796,1265.367,1284.106,-499.165
1767213796,1262.829,1282.765,-496.334
1767220797,1261.682,1282.16,-509.458
1767227797,1262.595,1287.349,-501.181
1767234797,1268.556,1289.595,-507.104
1767241796,1265.676,1286.314,-500.456
1767248797,1267.046,1297.334,-504.887
1767255797,1267.736,1299.205,-501.629
1767262803,1272.036,1300.396,-504.231
1767269797,1268.819,1300.121,-505.699
1767276797,1264.391,1304.218,-504.919
1767283797,1267.025,1301.275,-503.663
1767290797,1269.016,1296.535,-498.081
1767297797,1264.125,1296.955,-495.487
1767304797,1270.88,1300.454,-494.861
1767311797,1267.149,1301.111,-501.893
1767318797,1266.25,1301.581,-489.75
1767325797,1272.058,1296.937,-494.589
1767332797,1266.505,1296.719,-486.417
1767339797,1266.204,1300.376,-486.197
1767346797,1263.0,1285.648,-476.393
1767353797,1258.318,1285.379,-478.346
1767360797,1263.253,1284.405,-484.222
1767367802,1261.451,1282.077,-470.267
1767374797,1259.783,1280.139,-466.431
1767381797,1267.76,1276.052,-468.526
1767388797,1262.382,1272.629,-462.093
1767395797,1264.8,1274.618,-456.081
1767402797,1254.528,1270.4,-457.66
1767409796,1253.439,1270.799,-453.351
1767416797,1250.279,1266.357,-447.698
1767423797,1240.176,1258.972,-439.641
1767430797,1246.125,1260.037,-444.54
1767437797,1241.972,1251.96,-441.364
1767444797,1238.005,1245.962,-441.246
1767451797,1244.145,1242.557,-438.012
1767459413,1234.384,1237.99,-433.781
1767467384,1230.425,1232.038,-423.298
1767475289,1227.772,1232.478,-423.012
1767484338,1219.085,1222.562,-410.651
1767492306,1228.463,1223.654,-418.886
1767499805,1219.377,1221.095,-410.387
1767506797,1220.536,1216.392,-408.586
1767513797,1215.599,1217.909,-413.587
1767520797,1214.959,1215.382,-409.507
1767527797,1217.797,1212.081,-401.423
1767534797,1211.586,1218.805,-399.634
1767541796,1219.427,1215.059,-391.617
1767548796,1218.644,1216.89,-399.209
1767555797,1221.733,1219.564,-388.41
1767562797,1220.293,1221.2,-390.934
1767569802,1225.316,1213.339,-380.813
1767576796,1221.554,1217.49,-385.858
1767583797,1221.729,1216.631,-387.874
1767590797,1227.336,1219.461,-378.376
1767597797,1220.891,1224.951,-369.998
1767604797,1223.904,1222.801,-375.075
1767611797,1226.396,1223.711,-363.49
1767618797,1222.287,1222.698,-364.18
1767625797,1227.006,1224.353,-354.151
1767632797,1220.867,1223.51,-357.089
1767639797,1228.125,1223.872,-349.864
1767646797,1223.72,1220.261,-339.146
1767653796,1226.994,1228.09,-331.689
1767660797,1228.856,1233.431,-339.355
1767667797,1229.01,1225.419,-328.151
1767674802,1223.802,1221.281,-323.483
1767681797,1226.118,1229.309,-321.323
1767688797,1226.67,1232.212,-318.833
1767695797,1227.149,1228.283,-321.327
1767702796,1217.798,1227.649,-315.12
1767709797,1225.379,1227.151,-309.914
1767716796,1216.314,1228.122,-303.221
1767723797,1222.787,1226.503,-303.044
1767730797,1212.543,1225.423,-296.061
1767737797,1212.759,1225.953,-290.254
1767744797,1210.657,1218.998,-297.485
1767751797,1217.253,1227.617,-296.403
1767758797,1217.929,1220.101,-291.279
1767765797,1216.257,1225.486,-287.771
